Age,Weight,Sleep_Hours,Sleep_Timing,Working_Hours,Study_Hours,Exercise_Hours,Water_Intake,Healthy_Diet,Fast_Food_Weekly,Health_Issues,Exam_Preparation,Family_Issues,Location_Type,Social_Media_Usage,Instagram_Hours,Facebook_Hours,Stress_Level
50,52.7,7.2,Late,13.3,0.0,0.7,6.4,7,0,0,0,1,Urban,1,0.5,0.6,Moderate
32,71.5,8.1,Early,7.5,5.4,0.0,3.3,6,5,0,0,0,Urban,1,0.0,2.1,Mild
52,78.2,8.3,Normal,5.1,0.0,1.1,4.8,7,0,0,0,1,Urban,1,0.0,1.9,Minimal
23,81.4,9.1,Late,10.9,0.2,2.2,9.1,4,5,0,0,0,Rural,1,2.0,1.2,Minimal
23,63.2,5.5,Early,9.7,2.6,0.0,7.5,3,2,0,0,0,Rural,1,2.3,1.2,Mild
22,70.4,7.4,Late,11.1,3.0,0.9,9.9,4,3,0,0,0,Urban,1,0.4,0.9,Mild
49,46.9,4.9,Late,5.3,0.9,0.2,9.9,5,1,0,0,0,Urban,1,3.4,0.1,Mild
32,68.4,7.0,Late,6.2,3.1,2.3,6.2,6,1,0,1,0,Rural,1,0.7,1.2,Minimal
19,86.2,4.7,Normal,8.7,0.0,1.1,6.2,1,0,0,0,1,Urban,1,1.2,2.5,Moderate
28,66.1,10.2,Normal,7.3,2.9,0.9,7.2,6,6,0,0,0,Rural,1,1.1,0.0,Minimal
42,58.8,8.9,Normal,6.8,1.3,0.4,3.9,1,2,0,0,0,Rural,1,3.2,0.5,Minimal
44,81.7,4.7,Late,9.4,1.5,2.6,6.9,3,4,0,0,0,Urban,1,1.0,1.3,Mild
18,104.3,6.1,Normal,5.6,2.0,0.0,7.9,1,3,0,0,0,Rural,1,1.8,0.0,Mild
53,102.6,8.1,Normal,5.6,3.2,0.6,6.1,3,2,0,0,1,Rural,0,0.0,0.0,Mild
34,73.9,7.4,Early,8.6,5.6,1.6,4.0,4,2,0,0,1,Rural,1,4.0,0.0,Mild
39,81.6,7.0,Normal,6.0,2.5,1.3,5.4,4,3,0,0,1,Urban,1,2.1,1.2,Mild
42,94.6,7.4,Normal,7.1,4.5,0.0,6.3,1,3,0,0,0,Rural,1,3.2,0.3,Mild
26,73.6,8.3,Normal,8.4,0.0,1.7,3.1,3,2,0,1,0,Rural,1,0.6,0.1,Minimal
16,76.9,10.0,Normal,6.6,2.5,0.0,5.3,5,0,0,0,1,Urban,1,0.5,0.6,Minimal
57,65.2,5.3,Early,6.3,5.5,1.9,7.2,7,2,1,0,0,Rural,1,2.2,0.1,Minimal
28,105.5,6.7,Normal,10.6,2.9,1.8,7.5,7,0,0,0,0,Rural,1,2.0,2.3,Minimal
36,80.8,4.3,Late,7.6,1.3,0.0,5.1,5,6,0,0,0,Urban,1,1.2,0.0,Moderate
45,66.0,6.9,Late,9.3,3.0,0.8,5.0,6,4,0,1,0,Urban,1,0.7,1.3,Moderate
37,61.4,9.5,Early,6.8,1.4,0.2,6.2,7,1,0,0,0,Urban,1,0.8,1.4,Minimal
34,42.1,7.7,Normal,7.7,5.7,0.5,6.1,4,0,0,0,0,Rural,1,0.0,2.5,Minimal
52,46.3,8.2,Late,8.4,3.0,0.9,8.3,6,5,0,1,0,Rural,1,3.9,2.5,Moderate
18,59.1,7.3,Early,8.0,1.1,0.0,6.5,3,0,0,0,0,Urban,1,2.1,0.9,Minimal
29,83.9,5.9,Normal,8.5,3.2,0.0,5.3,6,3,0,0,0,Urban,1,2.1,2.1,Mild
38,74.9,4.7,Normal,12.3,6.4,1.2,0.0,5,5,0,0,0,Rural,1,2.4,0.2,High
39,51.2,9.2,Normal,9.9,2.4,0.0,6.8,5,2,0,0,1,Rural,1,2.0,1.8,Mild
15,56.1,6.3,Normal,9.1,3.0,2.0,5.6,3,1,0,0,0,Urban,1,1.3,0.6,Minimal
21,74.2,6.7,Late,10.2,1.1,0.6,5.4,4,4,1,1,0,Rural,0,0.0,0.0,High
45,95.1,4.1,Early,7.2,4.5,0.4,7.2,1,5,0,1,0,Urban,1,2.6,1.1,High
26,53.5,6.0,Early,11.3,3.0,1.4,4.4,1,1,1,1,0,Urban,1,0.0,1.5,High
56,76.9,7.2,Early,5.0,1.6,0.7,2.2,2,0,0,0,0,Rural,1,1.1,0.9,Minimal
19,63.3,7.5,Normal,9.1,4.6,0.7,5.9,5,1,0,0,0,Rural,1,2.8,0.0,Minimal
58,63.8,9.4,Normal,10.7,2.4,2.3,3.7,4,1,1,0,0,Urban,1,0.2,1.0,Mild
56,52.4,6.6,Early,5.2,5.6,0.0,6.5,6,6,0,0,0,Urban,1,1.7,2.0,Mild
52,79.4,6.8,Late,8.2,0.0,0.9,5.5,4,3,0,0,1,Urban,1,1.9,0.9,Moderate
26,62.7,9.3,Late,6.9,3.0,1.5,3.7,5,4,1,0,0,Urban,1,0.0,1.7,Moderate
53,64.7,8.8,Normal,5.3,2.3,0.7,4.8,2,2,0,1,0,Urban,1,0.0,1.0,Mild
32,84.8,4.9,Normal,8.4,1.8,0.0,7.0,3,0,1,0,0,Urban,1,3.0,1.4,High
16,85.5,9.2,Early,7.3,6.0,0.8,4.2,4,2,0,0,0,Rural,1,1.0,1.8,Minimal
24,59.1,4.6,Normal,10.2,3.5,1.0,3.2,4,1,0,1,1,Rural,1,3.3,1.4,High
29,74.5,7.7,Normal,7.9,3.0,0.8,7.1,4,2,0,0,0,Rural,1,0.1,2.2,Minimal
44,83.6,8.1,Normal,5.9,6.2,0.6,8.0,2,1,0,0,1,Urban,1,0.0,1.1,Mild
58,67.2,7.3,Normal,7.7,3.2,0.0,4.2,7,1,0,0,1,Urban,0,0.0,0.0,Mild
31,80.1,6.4,Late,7.0,2.3,0.0,7.2,4,0,0,0,0,Rural,1,1.5,2.4,Mild
18,65.2,6.3,Late,10.9,3.9,0.0,8.1,3,0,0,0,0,Urban,0,0.0,0.0,Moderate
21,64.8,3.3,Early,8.7,0.0,1.1,4.7,4,4,0,0,1,Rural,1,2.5,1.1,Moderate
55,56.0,7.2,Late,8.0,4.1,0.3,6.2,4,1,0,0,0,Urban,1,0.0,0.5,Mild
45,95.7,7.0,Early,11.9,2.1,1.0,6.6,1,3,0,0,1,Rural,1,2.4,0.0,Moderate
53,62.7,9.3,Normal,8.6,0.0,2.7,6.6,6,3,1,0,0,Rural,1,0.4,1.5,Minimal
48,58.0,6.6,Normal,7.2,3.0,1.0,5.2,1,0,0,0,0,Urban,0,0.0,0.0,Minimal
20,54.3,6.2,Normal,7.4,3.5,2.4,4.5,6,3,0,1,0,Rural,1,1.8,0.6,Minimal
52,71.3,6.2,Normal,9.1,6.5,0.0,7.7,5,4,0,1,1,Urban,1,0.0,1.2,Critical
59,54.7,5.7,Late,6.5,1.1,1.8,10.5,2,4,0,0,0,Urban,1,4.1,1.9,Mild
48,59.3,6.3,Late,14.0,3.3,0.4,5.5,3,0,0,0,0,Rural,1,5.6,0.7,High
58,82.0,5.5,Early,8.6,3.8,0.0,5.7,2,2,0,1,0,Urban,1,0.7,0.4,High
29,76.7,7.9,Normal,8.3,3.4,0.1,4.2,8,0,1,0,0,Urban,1,2.1,0.2,Mild
28,49.8,7.6,Late,4.4,3.3,0.6,5.3,2,0,0,0,0,Urban,1,2.4,1.5,Mild
20,80.9,4.8,Late,3.5,3.4,2.2,3.3,5,5,0,1,1,Urban,1,1.3,0.7,High
51,70.5,7.1,Normal,6.7,0.4,1.9,11.5,6,3,0,1,0,Urban,1,0.8,2.3,Minimal
46,87.1,8.7,Late,6.9,4.7,1.4,3.4,4,0,0,1,0,Rural,0,0.0,0.0,Mild
17,91.3,8.6,Early,6.6,5.0,1.4,4.9,8,2,1,1,0,Urban,1,3.2,0.0,Moderate
17,45.9,5.4,Early,7.7,2.1,0.0,4.9,5,1,0,1,1,Urban,1,4.3,1.1,High
36,81.5,9.0,Late,4.1,2.5,1.4,3.5,6,3,0,0,0,Urban,1,1.2,0.0,Minimal
36,94.5,6.2,Normal,9.2,1.7,0.0,8.9,6,1,0,0,0,Urban,1,1.4,1.3,Mild
24,73.1,7.0,Early,7.9,0.0,2.1,6.4,8,3,0,0,0,Rural,1,3.8,1.4,Minimal
17,80.3,6.5,Normal,8.9,3.9,1.0,6.5,6,0,0,0,0,Urban,1,2.6,0.9,Minimal
26,73.4,5.2,Early,8.5,2.6,1.2,5.2,4,0,1,1,1,Rural,1,0.6,0.0,High
43,84.7,5.8,Normal,6.4,4.1,1.3,8.2,6,4,1,1,0,Urban,1,3.5,0.2,High
31,75.8,8.9,Early,8.8,3.5,0.0,5.2,6,2,0,0,0,Rural,0,0.0,0.0,Minimal
21,40.0,8.9,Early,10.7,0.9,1.8,7.8,5,2,0,1,0,Urban,1,3.6,0.0,Minimal
27,68.2,8.0,Normal,6.5,2.1,0.0,3.5,3,3,0,0,0,Rural,1,2.6,0.8,Mild
16,67.2,6.7,Normal,10.0,3.4,1.0,8.4,2,5,0,0,0,Urban,1,1.9,0.0,Moderate
18,80.7,9.7,Normal,10.6,0.0,1.0,5.0,4,0,0,0,0,Urban,1,3.2,0.2,Minimal
24,87.7,8.5,Normal,8.2,5.8,0.8,8.1,2,3,0,1,0,Urban,1,3.0,0.9,Moderate
53,66.6,6.8,Normal,7.7,3.6,0.1,4.4,5,2,0,0,0,Urban,0,0.0,0.0,Mild
38,51.6,4.1,Normal,7.5,1.2,0.0,6.8,3,2,0,0,0,Rural,1,0.0,0.2,Mild
31,74.6,8.3,Early,8.2,1.5,0.2,7.5,5,1,0,0,0,Urban,1,1.7,0.9,Minimal
20,58.4,8.9,Normal,12.7,1.9,0.2,7.5,8,1,0,0,0,Urban,0,0.0,0.0,Minimal
33,60.9,7.6,Late,6.7,2.6,0.3,5.3,8,3,0,1,0,Urban,1,0.7,0.1,Mild
19,105.7,4.1,Early,9.1,1.4,0.8,7.8,2,2,0,0,0,Rural,1,2.3,1.5,Mild
46,59.8,7.3,Late,8.7,3.5,0.3,4.1,5,0,0,0,1,Urban,1,4.9,1.3,High
24,46.5,10.3,Early,10.1,3.1,0.9,5.9,3,2,1,0,0,Urban,1,3.9,0.7,Moderate
23,79.1,6.8,Early,7.9,5.2,1.4,8.4,4,0,0,0,0,Urban,1,1.8,0.8,Minimal
41,80.6,9.9,Early,8.7,0.0,0.6,7.4,4,1,1,0,0,Urban,1,1.5,0.2,Minimal
27,83.2,8.1,Normal,6.4,4.8,0.0,4.6,4,3,0,0,0,Rural,0,0.0,0.0,Minimal
33,82.6,7.1,Normal,6.9,5.0,1.6,11.6,4,2,0,1,0,Rural,1,1.6,0.9,Minimal
35,72.2,9.1,Normal,7.9,7.3,0.6,7.5,4,1,0,0,0,Urban,0,0.0,0.0,Minimal
38,72.3,6.1,Late,4.7,6.3,2.5,8.8,7,4,0,0,0,Rural,1,0.8,1.1,Minimal
52,84.1,5.1,Normal,7.2,1.8,0.1,4.7,5,0,0,0,0,Urban,1,3.5,0.0,Mild
18,94.1,5.2,Late,8.9,2.9,1.2,7.8,5,5,0,1,1,Rural,1,0.0,1.4,High
38,51.1,7.3,Early,10.4,10.0,1.3,4.2,7,3,0,0,0,Urban,1,0.0,2.2,Mild
49,60.9,7.7,Late,6.9,0.2,1.1,7.2,4,5,1,0,0,Rural,1,1.1,0.0,Mild
17,79.4,6.0,Late,7.8,5.7,1.1,7.0,4,2,0,1,0,Rural,0,0.0,0.0,Moderate
18,73.8,8.8,Normal,8.1,3.9,1.3,7.3,6,2,0,1,0,Urban,1,2.4,1.8,Mild
51,43.1,7.1,Normal,6.9,3.5,0.7,3.6,7,1,0,0,0,Rural,1,0.4,0.1,Minimal
54,61.4,8.2,Early,7.3,3.9,1.3,8.1,2,3,1,0,1,Urban,1,0.6,1.6,High
49,74.5,6.0,Early,9.5,1.5,1.8,7.1,6,0,0,0,0,Rural,1,1.7,0.7,Minimal
45,70.2,6.7,Late,12.4,3.7,0.9,5.3,4,0,0,1,0,Rural,1,0.0,0.9,Moderate
58,64.6,4.4,Normal,8.5,1.1,1.1,10.2,7,1,0,1,0,Urban,1,3.9,2.6,Mild
39,105.2,6.6,Late,10.1,3.9,1.7,4.5,4,1,0,0,0,Urban,1,1.0,2.3,Moderate
54,69.6,7.3,Normal,5.3,1.6,0.3,6.1,3,2,0,0,0,Urban,1,3.5,0.0,Minimal
27,73.5,6.2,Normal,8.7,4.0,2.8,5.0,9,4,1,0,0,Urban,1,3.1,1.7,Mild
18,72.0,6.9,Normal,11.1,2.0,0.0,6.2,4,4,1,1,0,Urban,1,0.0,1.3,Critical
28,73.2,7.4,Early,10.2,3.4,1.2,3.5,4,0,0,1,0,Urban,1,1.2,0.2,Mild
27,70.6,6.2,Normal,7.6,1.0,1.7,9.5,2,1,0,1,0,Rural,1,3.8,2.7,Mild
41,40.0,6.6,Normal,10.0,0.0,0.2,3.4,1,4,0,1,0,Urban,1,0.0,0.0,High
20,55.1,5.9,Late,8.6,0.7,1.7,2.6,6,3,0,1,1,Urban,1,0.0,1.1,High
31,65.3,5.6,Early,5.3,0.8,2.3,8.4,3,0,0,1,0,Rural,1,0.3,0.4,Minimal
50,82.2,8.8,Normal,6.4,5.6,2.3,7.0,6,3,0,1,0,Urban,1,1.4,3.1,Minimal
54,65.5,4.9,Normal,9.4,3.3,0.0,4.2,6,0,0,1,0,Rural,1,1.4,0.1,Moderate
49,57.5,8.3,Normal,7.6,1.8,2.9,6.2,5,0,0,0,1,Rural,1,4.3,0.2,Minimal
31,84.2,5.0,Normal,5.0,1.1,1.2,5.7,1,0,0,1,0,Rural,1,2.4,1.6,Mild
55,90.3,9.3,Early,8.4,1.2,1.0,9.8,5,0,1,0,1,Urban,1,1.4,2.0,Mild
16,47.0,7.9,Normal,6.8,6.3,0.0,9.1,7,3,0,0,0,Rural,1,1.5,1.8,Minimal
27,71.5,6.4,Normal,2.6,6.0,1.0,6.4,6,1,0,1,1,Urban,1,2.8,1.6,Moderate
16,40.0,8.4,Normal,7.8,2.8,1.1,6.7,5,3,0,0,1,Urban,1,2.0,2.6,Mild
42,65.3,8.6,Early,4.5,5.2,0.0,4.5,7,3,0,0,0,Urban,1,0.8,0.2,Minimal
57,98.3,7.9,Normal,7.8,6.6,0.0,6.8,2,0,0,0,0,Rural,1,1.5,0.6,Mild
40,71.4,7.7,Late,7.8,0.3,0.5,6.8,5,3,0,0,0,Urban,1,3.0,0.0,Mild
36,49.3,7.3,Normal,12.7,3.7,0.4,7.6,4,0,0,0,0,Urban,1,3.1,1.5,Mild
57,49.7,9.1,Normal,9.2,2.3,0.0,10.7,6,4,0,0,0,Urban,1,1.6,0.6,Minimal
17,56.0,7.0,Normal,8.6,1.5,1.5,2.2,3,3,0,0,0,Urban,1,1.7,1.1,Mild
49,59.9,7.2,Normal,10.6,4.1,2.8,5.6,6,1,0,0,0,Urban,1,0.6,1.8,Minimal
26,41.6,8.3,Normal,7.2,3.8,1.8,6.1,8,2,0,1,0,Rural,1,0.5,1.8,Minimal
38,74.9,6.5,Normal,7.2,2.1,0.4,3.9,5,0,0,0,1,Urban,0,0.0,0.0,Mild
19,78.2,8.7,Late,6.5,3.8,1.7,2.4,2,6,1,1,0,Urban,1,2.1,0.7,Critical
34,64.7,8.3,Normal,10.3,2.6,1.5,8.7,4,3,1,1,0,Urban,1,0.0,0.9,Moderate
53,100.7,11.3,Normal,8.4,4.5,0.0,5.3,7,4,0,0,1,Rural,1,0.0,0.4,Mild
53,63.6,6.8,Late,6.7,3.8,0.9,6.9,2,3,0,0,1,Urban,1,4.6,0.2,High
27,88.0,7.9,Normal,9.6,5.1,1.0,7.7,5,2,0,0,0,Rural,1,3.9,0.8,Minimal
55,49.2,7.7,Late,5.6,7.0,2.2,4.2,4,0,0,0,0,Urban,1,0.0,0.0,Minimal
59,74.5,8.2,Late,6.3,0.5,0.6,2.0,3,0,0,0,0,Urban,1,4.0,0.8,Mild
26,76.8,6.9,Normal,7.4,5.5,0.7,8.5,7,0,0,0,0,Rural,1,3.0,2.4,Minimal
27,59.3,7.7,Normal,8.2,1.9,2.0,8.8,8,2,0,0,0,Rural,1,3.6,1.4,Minimal
24,72.5,7.2,Late,8.7,1.5,0.0,8.0,1,0,0,0,0,Rural,1,2.3,2.9,Mild
47,59.2,8.3,Normal,7.6,6.0,0.0,2.9,7,0,0,0,1,Urban,0,0.0,0.0,Mild
54,65.3,4.1,Normal,8.5,2.2,0.0,7.9,5,1,1,1,0,Rural,1,0.3,1.6,High
30,65.8,6.6,Late,9.5,0.0,2.1,3.1,7,3,0,0,0,Urban,1,2.4,0.3,Minimal
59,48.9,10.2,Normal,11.1,0.0,2.9,11.9,2,1,1,0,0,Urban,1,2.2,2.3,Minimal
49,77.8,9.3,Normal,8.1,3.8,1.0,3.9,3,3,0,1,0,Urban,1,0.1,1.6,Mild
17,78.9,7.5,Normal,11.4,2.2,1.0,8.5,5,2,1,0,1,Urban,1,2.6,0.0,High
19,64.4,7.9,Normal,8.2,2.5,0.9,4.1,4,2,0,0,0,Urban,1,0.0,0.4,Minimal
40,73.6,7.8,Late,7.5,2.8,1.0,5.1,5,2,0,0,0,Rural,1,3.3,0.0,Minimal
25,56.2,7.9,Normal,7.0,0.7,0.2,4.1,5,2,0,0,1,Urban,1,0.0,0.0,Mild
21,51.2,5.7,Late,5.4,5.5,1.3,6.9,2,0,0,1,1,Urban,1,0.2,3.0,High
24,64.0,6.0,Normal,7.1,5.5,0.8,5.3,6,3,0,0,0,Urban,1,0.0,1.0,Mild
56,80.4,6.0,Early,9.5,7.4,0.0,5.2,2,0,1,1,0,Rural,1,0.8,0.4,Critical
48,68.9,6.3,Normal,6.5,1.4,0.8,5.3,7,0,0,0,0,Rural,1,2.8,0.8,Minimal
17,63.4,9.4,Early,6.5,2.2,1.1,7.3,6,3,0,0,0,Urban,0,0.0,0.0,Minimal
22,75.0,5.3,Early,7.0,1.6,1.2,4.9,8,0,0,0,0,Urban,1,0.0,0.1,Minimal
45,56.3,9.9,Early,9.2,2.7,0.0,4.2,6,4,0,0,0,Rural,0,0.0,0.0,Minimal
25,51.6,7.6,Normal,6.7,5.1,1.8,6.0,4,2,0,0,0,Rural,1,0.9,0.6,Minimal
59,64.7,5.2,Late,4.1,1.4,0.3,6.5,3,1,0,0,0,Urban,1,2.6,0.5,Mild
21,57.2,6.1,Early,4.5,2.3,1.5,6.5,3,3,1,0,0,Rural,0,0.0,0.0,Minimal
59,52.2,7.7,Normal,6.2,4.6,0.7,2.2,6,1,0,1,0,Rural,1,3.9,0.4,Mild
16,83.6,5.1,Late,8.1,1.0,2.3,9.9,8,1,0,0,0,Rural,1,0.5,0.8,Minimal
20,103.0,6.5,Late,7.5,3.7,0.6,6.8,7,0,0,1,0,Urban,1,2.4,0.6,Moderate
55,46.7,5.3,Late,7.8,2.7,1.8,7.3,6,2,0,0,1,Urban,1,2.6,2.5,Moderate
46,63.8,8.0,Early,10.7,6.6,0.2,3.6,4,0,0,1,0,Urban,1,1.6,2.4,High
34,72.6,5.3,Normal,11.5,8.1,0.0,5.8,4,4,1,0,1,Urban,1,0.0,1.6,Critical
48,44.2,4.7,Normal,5.8,4.1,0.0,3.0,4,0,0,0,0,Rural,1,3.8,0.6,Mild
30,66.7,9.2,Normal,5.4,4.1,1.5,0.4,4,0,1,1,0,Rural,1,4.4,0.0,Mild
39,67.7,6.5,Normal,10.1,3.5,1.2,3.9,3,0,0,0,0,Urban,1,3.4,0.5,Mild
26,77.2,6.4,Normal,8.1,3.2,1.0,6.7,6,2,0,0,0,Urban,1,3.9,1.1,Mild
21,58.4,7.7,Normal,8.0,4.8,2.3,10.8,4,2,0,0,0,Urban,1,0.9,1.2,Minimal
53,61.5,7.0,Late,6.0,3.4,0.6,6.5,3,1,0,0,1,Urban,1,1.2,0.9,Moderate
31,84.6,5.8,Early,5.4,6.2,2.8,7.1,7,2,0,0,0,Urban,1,3.0,1.3,Minimal
59,76.3,6.1,Early,3.1,2.6,2.2,4.6,1,1,0,1,1,Rural,1,1.3,2.0,Mild
25,80.9,8.1,Late,8.2,4.1,1.1,5.0,6,0,0,1,0,Rural,0,0.0,0.0,Mild
20,43.7,5.6,Late,9.7,2.1,1.5,2.9,3,0,0,0,0,Urban,1,1.0,0.0,Mild
37,60.0,6.9,Early,9.1,5.6,2.4,7.0,5,1,0,1,1,Urban,1,3.3,2.0,Moderate
41,92.7,9.5,Early,8.5,1.3,0.7,8.4,2,1,0,0,0,Urban,1,0.0,0.0,Minimal
20,68.7,6.6,Normal,6.0,3.6,0.9,5.8,5,2,0,1,0,Urban,1,3.3,0.0,Mild
52,68.1,8.8,Normal,5.2,2.8,1.0,6.8,2,0,0,1,0,Urban,1,2.0,0.0,Minimal
16,68.8,5.5,Early,9.3,3.2,0.1,5.9,6,4,0,0,0,Rural,1,0.6,0.0,Mild
36,93.5,7.3,Late,5.6,0.2,0.0,9.7,7,3,0,1,1,Urban,1,2.2,0.6,Moderate
34,58.8,8.9,Normal,6.3,4.5,1.7,5.3,1,3,0,1,0,Rural,1,2.1,2.7,Mild
39,80.1,6.1,Late,6.5,0.0,2.6,5.6,4,3,0,1,0,Urban,1,3.6,0.5,Mild
29,74.0,9.9,Normal,8.0,3.0,0.0,4.6,5,0,0,0,0,Rural,1,1.1,0.5,Minimal
43,49.5,6.9,Early,8.1,0.0,1.8,6.9,6,2,0,0,0,Urban,1,3.0,0.4,Minimal
22,65.5,5.3,Late,9.6,2.3,0.5,7.8,3,1,0,0,0,Rural,1,2.7,1.6,Mild
51,57.5,8.5,Early,8.1,2.0,1.9,6.3,5,2,1,0,0,Urban,1,3.9,0.4,Mild
47,50.9,9.4,Normal,7.8,2.3,0.0,6.4,6,4,0,1,0,Urban,1,0.7,3.8,Mild
36,87.9,5.1,Normal,10.3,7.0,1.9,4.7,5,0,0,0,0,Rural,1,0.0,0.2,Minimal
19,51.7,7.7,Normal,6.7,4.5,1.1,2.5,4,4,0,1,1,Urban,1,0.8,1.5,High
53,81.2,6.0,Early,8.0,3.0,3.3,9.7,3,1,1,0,0,Rural,1,1.9,2.0,Minimal
32,57.1,5.5,Normal,5.9,3.5,0.6,8.0,5,0,1,0,0,Urban,0,0.0,0.0,Mild
52,90.4,5.7,Early,8.3,0.1,0.3,4.8,3,3,0,0,1,Urban,1,5.1,0.9,High
51,63.7,7.3,Normal,9.6,0.0,0.0,7.2,5,3,0,0,0,Urban,1,2.3,0.6,Mild
44,75.0,8.9,Late,6.7,5.9,2.6,7.5,4,1,0,0,0,Urban,1,2.1,0.2,Minimal
45,61.5,6.9,Normal,11.3,3.5,2.6,6.3,5,0,0,0,0,Urban,1,3.2,2.5,Minimal
24,40.0,7.6,Late,8.1,5.5,0.3,9.0,6,4,1,0,0,Urban,1,2.5,0.3,High
29,45.0,6.2,Normal,9.1,3.6,0.7,1.5,3,1,0,0,0,Rural,1,2.7,0.1,Mild
56,41.5,6.8,Normal,4.9,3.5,0.5,6.9,6,3,1,0,1,Rural,1,1.5,2.4,Moderate
58,73.8,5.7,Late,10.8,2.8,0.0,3.4,3,0,0,0,0,Rural,1,3.3,1.1,Moderate
32,69.6,4.3,Normal,10.2,6.2,0.0,6.5,2,6,0,0,0,Urban,1,0.0,0.9,High
37,78.9,6.2,Normal,4.1,1.9,1.7,7.4,4,4,0,0,0,Rural,1,3.2,0.6,Minimal
47,59.8,8.7,Early,5.2,4.3,0.0,4.2,5,4,0,0,0,Urban,1,2.3,0.0,Minimal
30,40.0,3.3,Normal,9.6,3.5,1.0,7.3,5,0,0,0,0,Rural,1,1.5,0.3,Mild
52,89.5,8.7,Late,9.9,5.6,0.4,3.1,2,0,0,0,0,Rural,1,2.7,0.7,Moderate
49,84.8,7.5,Late,4.3,7.1,2.0,5.3,3,5,0,1,0,Rural,1,0.8,1.5,Mild
48,75.6,6.8,Late,9.5,0.0,1.9,4.9,3,7,0,0,1,Rural,1,4.7,1.1,High
42,86.7,6.2,Early,6.7,1.0,1.8,7.7,6,0,1,0,0,Urban,1,3.9,0.1,Minimal
16,68.5,7.7,Early,7.8,4.9,1.1,9.0,7,1,0,0,0,Urban,1,0.5,0.8,Minimal
44,74.0,9.1,Late,7.6,3.3,0.5,6.9,6,0,0,0,0,Urban,0,0.0,0.0,Minimal
27,59.4,7.4,Early,6.5,4.0,0.0,1.6,5,3,1,0,1,Urban,1,0.8,0.0,High
55,53.9,6.7,Normal,7.5,1.7,2.8,8.6,4,2,0,1,0,Urban,1,0.9,0.6,Minimal
30,46.3,11.0,Late,6.1,3.0,1.8,4.9,7,4,0,0,0,Rural,1,3.8,0.0,Minimal
19,58.7,7.1,Normal,6.8,0.0,1.0,9.4,6,2,0,1,1,Rural,1,1.0,0.2,Mild
42,109.9,4.5,Early,5.7,1.1,1.4,3.6,4,3,0,0,0,Rural,1,1.8,0.3,Minimal
53,47.2,7.5,Early,10.5,6.0,0.2,6.1,2,1,0,0,0,Rural,1,0.9,3.5,Mild
59,55.9,6.1,Early,7.0,1.4,1.5,2.3,6,4,0,0,0,Urban,1,2.7,0.7,Minimal
34,71.7,6.5,Early,9.9,5.4,0.9,3.5,6,5,1,1,1,Urban,1,1.5,1.6,Critical
38,106.0,8.9,Normal,9.1,1.9,0.4,3.4,4,3,1,0,1,Urban,1,1.5,2.6,Critical
41,54.3,8.3,Early,10.2,3.0,1.0,3.7,4,3,0,1,0,Rural,1,0.0,1.8,Mild
44,60.6,4.4,Early,7.1,3.5,0.1,4.3,1,4,0,0,0,Urban,1,0.2,0.2,Moderate
59,80.1,4.4,Late,7.6,1.2,0.0,10.5,3,3,0,1,0,Urban,1,0.0,0.4,High
41,79.2,7.2,Late,8.2,4.5,0.5,6.4,7,1,0,0,1,Urban,1,2.2,1.5,Moderate
40,59.6,8.5,Late,5.6,6.5,0.5,9.8,2,0,1,0,0,Urban,1,0.0,0.0,Moderate
21,57.5,3.6,Late,8.1,4.5,0.0,5.6,1,0,0,0,0,Urban,1,1.3,2.6,High
56,76.7,8.5,Normal,7.4,0.6,1.3,9.3,5,2,0,0,0,Rural,1,1.4,2.0,Minimal
52,65.4,10.7,Normal,10.4,3.6,3.0,6.5,2,1,0,0,0,Urban,1,4.0,0.0,Minimal
19,74.3,8.8,Normal,10.9,5.6,0.9,4.6,2,2,0,0,0,Urban,1,0.8,1.8,Mild
37,67.5,5.8,Normal,11.6,1.8,0.3,10.8,5,2,0,0,0,Urban,1,2.5,1.5,Mild
42,75.3,8.0,Late,4.4,3.4,0.5,2.7,6,2,1,1,0,Urban,1,4.2,0.0,High
48,76.8,7.3,Normal,9.4,1.3,0.9,6.2,6,2,1,0,0,Urban,1,1.9,2.2,Moderate
29,40.8,9.7,Late,7.3,1.7,0.0,1.5,2,1,1,0,0,Rural,1,3.6,0.0,Moderate
46,63.1,8.7,Normal,6.6,2.4,0.0,7.0,4,0,0,1,0,Urban,1,0.9,0.3,Mild
40,75.0,5.7,Normal,11.0,3.4,0.8,1.6,4,1,0,0,0,Urban,1,2.3,1.9,Moderate
45,82.2,7.9,Late,6.0,5.6,1.7,7.9,4,3,0,1,0,Urban,1,3.4,0.0,Moderate
33,65.0,5.8,Early,8.4,2.4,1.2,8.4,5,4,1,1,0,Urban,1,0.8,1.2,High
23,42.3,8.6,Normal,6.1,2.5,1.7,6.9,3,6,0,0,0,Urban,1,3.0,0.6,Minimal
43,88.7,6.6,Early,3.1,5.4,1.1,5.1,7,3,0,0,0,Urban,1,4.6,1.7,Minimal
53,82.8,6.9,Normal,5.0,2.5,0.8,6.6,4,0,0,0,0,Urban,1,2.3,1.1,Minimal
18,71.6,7.3,Late,3.4,4.5,0.8,6.8,5,1,0,0,1,Rural,1,2.8,0.0,Mild
17,63.0,6.2,Normal,7.1,1.1,0.7,6.0,4,3,0,0,0,Urban,1,1.9,0.9,Mild
